kernel,mode,size,cores,DX100s,cycles,INDRD,INDWR,INDRMW,STRRD,RANGE,ALUS,ALUV,INV,IDLE,Total,IND_Fill,IND_Drain,IND_Build,IND_Request,Avg-SPD-Latency,L1-SPD-Hits,L1-SPD-Misses,M1-SPD-Hits,M1-SPD-Misses,L2-SPD-Hits,L2-SPD-Misses,M2-SPD-Hits,M2-SPD-Misses,L3-SPD-Hits,L3-SPD-Misses,M3-SPD-Hits,M3-SPD-Misses,Avg-6-Latency,L1-6-Hits,L1-6-Misses,M1-6-Hits,M1-6-Misses,L2-6-Hits,L2-6-Misses,M2-6-Hits,M2-6-Misses,L3-6-Hits,L3-6-Misses,M3-6-Hits,M3-6-Misses,Avg-7-Latency,L1-7-Hits,L1-7-Misses,M1-7-Hits,M1-7-Misses,L2-7-Hits,L2-7-Misses,M2-7-Hits,M2-7-Misses,L3-7-Hits,L3-7-Misses,M3-7-Hits,M3-7-Misses,Avg-8-Latency,L1-8-Hits,L1-8-Misses,M1-8-Hits,M1-8-Misses,L2-8-Hits,L2-8-Misses,M2-8-Hits,M2-8-Misses,L3-8-Hits,L3-8-Misses,M3-8-Hits,M3-8-Misses,Avg-9-Latency,L1-9-Hits,L1-9-Misses,M1-9-Hits,M1-9-Misses,L2-9-Hits,L2-9-Misses,M2-9-Hits,M2-9-Misses,L3-9-Hits,L3-9-Misses,M3-9-Hits,M3-9-Misses,Avg-10-Latency,L1-10-Hits,L1-10-Misses,M1-10-Hits,M1-10-Misses,L2-10-Hits,L2-10-Misses,M2-10-Hits,M2-10-Misses,L3-10-Hits,L3-10-Misses,M3-10-Hits,M3-10-Misses,Avg-11-Latency,L1-11-Hits,L1-11-Misses,M1-11-Hits,M1-11-Misses,L2-11-Hits,L2-11-Misses,M2-11-Hits,M2-11-Misses,L3-11-Hits,L3-11-Misses,M3-11-Hits,M3-11-Misses,Avg-12-Latency,L1-12-Hits,L1-12-Misses,M1-12-Hits,M1-12-Misses,L2-12-Hits,L2-12-Misses,M2-12-Hits,M2-12-Misses,L3-12-Hits,L3-12-Misses,M3-12-Hits,M3-12-Misses,Avg-13-Latency,L1-13-Hits,L1-13-Misses,M1-13-Hits,M1-13-Misses,L2-13-Hits,L2-13-Misses,M2-13-Hits,M2-13-Misses,L3-13-Hits,L3-13-Misses,M3-13-Hits,M3-13-Misses,Avg-14-Latency,L1-14-Hits,L1-14-Misses,M1-14-Hits,M1-14-Misses,L2-14-Hits,L2-14-Misses,M2-14-Hits,M2-14-Misses,L3-14-Hits,L3-14-Misses,M3-14-Hits,M3-14-Misses,Avg-15-Latency,L1-15-Hits,L1-15-Misses,M1-15-Hits,M1-15-Misses,L2-15-Hits,L2-15-Misses,M2-15-Hits,M2-15-Misses,L3-15-Hits,L3-15-Misses,M3-15-Hits,M3-15-Misses,Avg-16-Latency,L1-16-Hits,L1-16-Misses,M1-16-Hits,M1-16-Misses,L2-16-Hits,L2-16-Misses,M2-16-Hits,M2-16-Misses,L3-16-Hits,L3-16-Misses,M3-16-Hits,M3-16-Misses,Avg-T-Latency,L1-T-Hits,L1-T-Misses,M1-T-Hits,M1-T-Misses,L2-T-Hits,L2-T-Misses,M2-T-Hits,M2-T-Misses,L3-T-Hits,L3-T-Misses,M3-T-Hits,M3-T-Misses,LDFP,STFP,VFP,SFP,SINT,VINT,LDINT,STINT,VEC,Total,LSQ-LD-OCC,DRAM-RD,DRAM-WR,DRAM-ACT,DRAM-RD-BW,DRAM-WR-BW,DRAM-total-BW,DRAM-RB-hitrate,DRAM-CTRL-occ,DRAM-PRE-STB-energy,DRAM-ACT-STB-energy,DRAM-ACTPRE-energy,DRAM-RD-energy,DRAM-WR-energy,DRAM-DQ-energy,DRAM-Total-energy,CORE-ST-Power,CORE-DY-Power,CORE-Power,LLC-ST-Power,LLC-DY-Power,LLC-Power,CORE-ST-Energy,CORE-DY-Energy,CORE-Energy,LLC-ST-Energy,LLC-DY-Energy,LLC-Energy,
PRH,MAA,4M,8,1,118660509.0,0,11868811,2436670,19201285,0,15909956,0,0,96797988,49416722,2838854,0,0,11466627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.628485,1497666,6952,4090,2862,0,2862,0,2862,19,2843,0,2843,5.277216,2738837,3103,518,2585,0,2585,0,2585,19,2566,0,2566,5.000008,2857792,64050,2,64048,11,64021,0,64021,6100,57921,0,57921,0,0,0,0,0,0,0,0,0,0,0,0,0,5.623529,367,21,11,10,0,1,0,1,1,0,0,0,5.576471,367,18,9,9,0,1,0,1,1,0,0,0,5.429832,12088,231,37,194,7,20,0,20,16,4,0,4,5.551223,12094,229,60,169,11,17,1,16,16,0,0,0,0,4094,258,16,242,0,16,0,16,16,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,4.499345,44043509,492393,369896,122497,636,135320,2,135320,8886,71883,27,71856,550,677930,0,17731,606020935,0,333436881,69043677,0,1009585675,12.643212561836346,6684181,2586786,1987085,10.726988055316628,4.1513571406370176,14.878345195953646,78.56658318382537,3.7677978275,0.679571788125,82.161137418375,8.1278982,18.608759904,6.084120671999999,15.871895503999998,131.53338348650001,0,0,0,0,0,0,0,0,0,0,0,0,
PRH,MAA,4M,8,2,117995099.0,0,12233299,2518411,28579865,0,23669961,0,0,98642839,67001536,1453613,0,0,5968342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.631303,1497581,7031,4082,2949,0,2949,0,2949,18,2931,0,2931,5.292409,2738010,3230,593,2637,0,2637,0,2637,17,2620,0,2620,5.000006,2856373,64150,2,64148,7,64139,1,64138,6387,57751,0,57751,0,0,1,0,1,0,1,0,1,1,0,0,0,5.623529,367,21,11,10,0,1,0,1,1,0,0,0,6.352941,367,18,9,9,0,1,0,1,1,0,0,0,5.454043,12665,242,40,202,10,21,0,21,17,4,0,4,5.352212,12680,229,46,183,7,18,1,17,17,0,0,0,0,4339,269,17,252,0,17,0,17,17,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,4.540169,44105556,521219,396029,125190,365,139453,2,139453,8985,72287,24,72263,550,677930,0,17731,595474452,0,332474813,69053999,0,998088558,12.79285622156516,6740639,2585278,2068624,10.8785972870079,4.1723341417573625,15.050931428765262,77.81854588669404,4.040733455,0.705530870625,81.660309859875,8.44716624,18.765938976,6.080573856,15.965969903999998,131.6254897065,0,0,0,0,0,0,0,0,0,0,0,0,
PRO,BASE,2M,4,0,218517507.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.640601,2905956,94898,18735,76163,4872,71291,0,71291,771,70519,0,70519,5.499352,2927467,77503,1825,75678,4732,70946,0,70946,951,69974,0,69974,5.011017,1936106,64004,70,63934,1276,62658,0,62658,1,62657,0,62657,5.013009,1936472,63568,41,63527,868,62659,0,62659,1,62658,0,62658,5.001943,1000383,9,0,9,3,6,0,6,0,6,0,6,5.004616,1000381,9,0,9,0,9,0,9,0,9,0,9,5.006052,1020447,238,3,235,6,41,0,41,34,7,0,7,5.033901,1020170,654,5,649,107,234,2,232,230,2,0,2,4.813972,5760385,71,1,70,67,1,0,1,0,1,0,1,5.354331,126,1,0,1,0,1,0,1,0,0,0,0,4.284365,78545575,419662,102563,317099,26282,291564,21,291543,5892,269030,41,268989,366,1068972,0,17169,487812336,0,338066269,76001939,0,903315070,6.628305798225014,3124476,1071616,2644438,2.7228689551374052,0.9338749723884985,3.6567439275259037,36.97855051795814,0.40966112899999996,0.88685487375,75.29962593825,10.68702408,8.698541184,2.520440832,7.183709504,105.276196412,0,0,0,0,0,0,0,0,0,0,0,0,
PRO,MAA,2M,4,1,65290899.0,0,11634659,1474700,15145559,0,12654899,0,0,44896651,40909817,1793806,0,0,11315553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.302499,977783,22810,17268,5542,0,5542,0,5542,53,5489,0,5489,6.359909,997666,7056,1983,5073,0,5073,0,5073,42,5031,0,5031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.678431,384,3,2,1,0,1,0,1,0,1,0,1,5.607843,367,20,10,10,0,1,0,1,1,0,0,0,5.431937,20284,434,56,378,15,66,0,66,62,4,0,4,5.275821,20441,258,51,207,9,33,1,32,32,0,0,0,0,7939,509,0,509,0,32,0,32,32,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,5.194493,19175076,472255,388679,83576,3845,84391,7,84384,7008,21963,92,21871,366,1068972,0,17169,167530155,0,83853980,20123228,0,272965194,6.671386364531111,3222192,1099404,399606,9.397981859474871,3.2065683386446593,12.604550198119531,90.75327726145619,8.70581913,0.140983755,22.665796368,1.66650216,8.970582528,2.585798208,7.398572351999999,43.428235371,0,0,0,0,0,0,0,0,0,0,0,0,
PRO,BASE,4M,8,0,214790521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.963509,2925063,76559,10071,66488,160,66328,0,66328,352,65972,0,65972,5.220806,2936721,66978,776,66202,137,66065,0,66065,4012,62052,0,62052,5.005678,1936101,63981,71,63910,1272,62638,0,62638,17,62621,0,62621,5.004505,1936035,64010,17,63993,1372,62621,0,62621,2,62619,0,62619,5.001129,1000384,7,0,7,4,2,0,2,0,2,0,2,5.005989,1000383,8,0,8,0,8,0,8,0,8,0,8,5.002682,1012164,121,4,117,3,24,0,24,16,8,0,8,5.023848,1011986,404,3,401,12,178,0,178,176,2,0,2,4.814314,5756678,149,26,123,5,12,0,12,12,0,0,0,5.354331,126,1,0,1,0,1,0,1,0,0,0,0,4.262399,77701243,420042,129819,290223,8776,284112,15,284097,3058,260211,33,260178,550,2119722,0,17731,956086040,0,671466224,150045491,0,1780086092,13.32488646475617,6042226,2069737,5598104,5.356950585221821,1.8349990274122905,7.191949612634112,30.989527442371227,0.388460882,1.85369997375,147.88218732525,22.44827904,16.821557184,4.868021424,13.887680656,207.76142560299996,0,0,0,0,0,0,0,0,0,0,0,0,
PRO,MAA,4M,8,1,65597165.0,0,11867841,2425759,19324136,0,15885350,0,0,43757976,49503086,2821681,0,0,11471919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.849483,995178,4429,1779,2650,0,2650,0,2650,21,2629,0,2629,5.673437,998168,3479,837,2642,0,2642,0,2642,19,2623,0,2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.623529,367,21,11,10,0,1,0,1,1,0,0,0,5.576471,367,18,9,9,0,1,0,1,1,0,0,0,5.412662,12677,246,38,208,7,22,0,22,17,5,0,5,5.333238,12681,224,45,179,7,18,1,17,17,0,0,0,0,4339,269,17,252,0,17,0,17,17,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,4.913887,18403599,442904,383865,59039,813,72177,1,72176,3056,12985,43,12942,550,2119722,0,17731,319591941,0,163518775,38308461,0,523946946,12.249241036045916,6222868,2153177,1193194,18.065140389965936,6.250726319350769,24.315866709316705,85.7546849378197,6.7073624125,0.405264069375,45.379958206125,4.85986824,17.324464512,5.064272304,14.33978904,87.3736163715,0,0,0,0,0,0,0,0,0,0,0,0,
PRO,MAA,4M,8,2,64545742.0,0,12299623,2550130,28169760,0,23169132,0,0,44896447,66188645,1464949,0,0,5836651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.849234,996240,4382,1809,2573,0,2573,0,2573,24,2549,1,2548,5.700098,999223,3434,877,2557,0,2557,0,2557,23,2534,0,2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.168627,367,21,11,10,0,1,0,1,1,0,0,0,5.580392,367,18,9,9,0,1,0,1,1,0,0,0,5.501902,11509,221,38,183,10,20,0,20,15,5,0,5,5.221154,11537,193,35,158,8,16,1,15,15,0,0,0,0,3847,249,15,234,0,15,0,15,15,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,5.041387,18307268,494186,431791,62395,380,78204,5,78199,3103,13312,36,13276,550,2119722,0,17731,310531659,0,162676916,38318843,0,514056294,12.706028885458348,6261078,2153088,1265256,18.472145671091095,6.352285529533122,24.82443120062422,84.96278775579184,7.223837135,0.4275405225,44.6138347215,5.13710496,17.430841152,5.064062976,14.405052191999998,87.07843652400001,0,0,0,0,0,0,0,0,0,0,0,0,
XRAGE,BASE,--,4,0,75479404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00888,2594380,27066,27061,5,0,5,0,5,0,5,0,5,66.448949,2699078,2019514,1317539,701975,68885,633090,16,633074,515428,117646,524,117122,10.639273,4632580,86019,86009,10,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.982802,13586876,2189193,1465278,723915,81173,642676,20,642656,462333,164547,156,164391,18875185,18875692,0,18874705,179994207,0,23996287,7404,0,260625719,14.757946001064662,4590281,1545236,2334515,11.581013584962738,3.898541093230127,15.479554678192866,61.950802189937704,5.72486901,0.771443221875,25.383264329625003,9.3496314,12.779342303999998,3.634395072,10.504005104,62.4220814315,0,0,0,0,0,0,0,0,0,0,0,0,
XRAGE,MAA,--,4,1,42141196.0,13125518,14298860,0,41163062,0,0,0,0,106422,68587440,9714645,0,0,17709733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.374793,158066,552,426,126,13,124,0,124,12,3,2,1,531,840,0,207,8070095,0,758858,21062,0,8853856,0.7635984437052284,6164974,2479090,325391,27.85865582208443,11.202661205379178,39.06131702746361,96.23567109174573,29.6819038,0.1075458825,14.607068356500003,1.30332516,17.163287616,5.83081968,14.798637568,53.810684263,0,0,0,0,0,0,0,0,0,0,0,0,
XRAGE,BASE,--,8,0,44163448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91905,1285034,25691,25686,5,0,5,0,5,0,5,0,5,53.11739,1366589,992707,636489,356218,38044,318174,11,318163,269074,49089,0,49089,48.459373,2253896,105408,105393,15,0,11,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.616982,7799163,1251548,859275,392273,50278,341831,16,341815,229918,52210,423,51787,18875589,18876660,0,18874885,259959804,0,31268235,10298,0,347868976,35.89838322449751,4409560,1433754,3371294,19.013761636223013,6.18226235746453,25.196023993687543,42.3051028919548,8.16795516,1.111011298125,29.423309754375005,13.47941784,12.27621504,3.372189408,10.003753568,69.6658969085,0,0,0,0,0,0,0,0,0,0,0,0,
XRAGE,MAA,--,8,1,22283376.0,6972164,7261214,0,21848836,0,0,0,0,130636,36082214,5116204,0,0,9117174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.639543,206916,526,399,127,13,124,0,124,13,2,1,1,783,1272,0,351,17104399,0,1581963,23039,0,18714738,0.8267346978787236,6164977,2479090,312862,52.6849081356605,21.185906923908163,73.87081505956866,96.38061574488027,22.803937925,0.10545625875,15.458971286250001,1.26831912,17.163295968,5.83081968,14.798642703999999,54.625505016999995,0,0,0,0,0,0,0,0,0,0,0,0,
XRAGE,MAA,--,8,2,21780435.0,9795312,8548621,0,38927298,0,0,0,0,130321,57271231,4287022,0,0,4880387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.883145,210327,545,419,126,13,124,1,124,13,2,1,1,783,1272,0,351,19019758,0,1756087,23039,0,20804223,1.603829352175473,6163931,2479090,458194,53.89233239228326,21.67511971019557,75.56745210247882,94.69868232415494,24.6780262,0.1519255725,15.044266993500003,1.83885624,17.160383904,5.83081968,14.796851951999997,54.823104342,0,0,0,0,0,0,0,0,0,0,0,0,
GZP,BASE,2M,4,0,162725043.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.262543,582209,471791,2865,468926,47763,421163,0,421163,358404,62759,0,62759,37.57678,1095566,469366,445,468921,47830,421091,0,421091,357517,63574,0,63574,5.957578,500328,310,0,310,308,2,0,2,1,1,0,1,5.073222,504217,345,1,344,343,1,0,1,0,1,0,1,96.621797,6970,467929,0,467929,46651,421278,0,421278,357536,63742,0,63742,6.007903,500336,302,0,302,301,1,0,1,0,1,0,1,5.010628,500315,325,0,325,322,3,0,3,2,1,0,1,7.134136,541698,3329,3328,1,0,1,0,1,0,1,0,1,5.014236,500251,458,2,456,454,2,0,2,1,1,0,1,0,8,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.353587,8670032,1417536,8758,1408778,143616,1265018,0,1265018,1075073,189915,3,189912,10061008,2180614,0,15761433,100272379,0,31017666,3802390,0,178577809,4.88566281161553,1772249,576124,1870381,2.0739873781294675,0.6742133324591868,2.7482007105886543,20.354177126035765,0.483403012,0.607940056875,56.144612378625006,7.41584796,4.933941216,1.3550436479999997,4.020414575999999,74.4777998355,0,0,0,0,0,0,0,0,0,0,0,0,
GZP,MAA,2M,4,1,30444155.0,4489459,0,20349399,26044122,0,6172016,6759796,0,3824316,63814792,849737,0,0,23989121,0,0,0,0,0,0,0,0,0,0,0,0,0,6.102956,578059,1029,1022,7,2,5,2,3,0,3,0,3,5.045007,1089953,72,67,5,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.428004,543914,1109,1103,6,4,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.851136,2522736,2084,2044,40,8,33,2,33,10,12,1,11,4360041,2180066,0,4360013,30451575,0,2972779,4353,0,46508916,1.6501738045782517,4095696,2134082,281958,25.618845293242117,13.34882193431659,38.96766722755871,95.47402812748705,29.092269899999998,0.09201351,10.533330957,1.12064808,11.402417663999998,5.019360864,10.665379936,38.833151011,0,0,0,0,0,0,0,0,0,0,0,0,
GZP,BASE,4M,8,0,164039571.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.542419,539967,490098,21144,468954,47456,421498,0,421498,357496,64002,0,64002,38.691842,1047104,472805,3861,468944,47423,421521,0,421521,357274,64247,0,64247,5.9577,500315,322,0,322,321,1,0,1,0,1,0,1,5.074928,504164,398,0,398,396,2,0,2,1,1,0,1,96.695173,6699,468200,0,468200,46367,421833,0,421833,358338,63495,0,63495,6.008741,500306,330,0,330,329,1,0,1,0,1,0,1,5.010598,500303,334,0,334,333,1,0,1,0,1,0,1,18.096773,491165,31341,31340,1,0,1,0,1,0,1,0,1,5.015216,500207,494,0,494,493,1,0,1,0,1,0,1,0,3,4,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.422273,8523703,1505050,96589,1408461,143903,1264494,0,1264494,1072824,191638,6,191632,19761550,4181182,0,31162209,201996142,0,62149305,7604144,0,357638405,10.696911036626737,3515354,1141484,4131661,4.080902398172352,1.3251253765838005,5.4060277747561525,11.27754497794426,0.776374653,1.34449999125,113.03632119975002,16.39313676,9.786745536,2.684770368,7.972506655999999,151.21798051100004,0,0,0,0,0,0,0,0,0,0,0,0,
GZP,MAA,4M,8,1,30972307.0,4517290,0,20217446,26870346,0,6378150,6893503,0,3938213,64876735,732155,0,0,24002581,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22178,554365,808,805,3,0,3,0,3,0,3,0,3,5.197858,1044488,529,528,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.181347,521067,1446,1445,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.769952,2412217,21154,21119,35,1,37,1,37,11,10,1,9,8360069,4180114,0,8360029,58151770,0,5678959,8572,0,88919676,3.9752157205033516,8157279,4264143,712581,50.154226551972016,26.217663276198547,76.37188982817057,94.26328966200488,28.422118675,0.233026783125,21.370436217375,2.83575516,22.709864736,10.029264336,21.265474464,78.44382169650001,0,0,0,0,0,0,0,0,0,0,0,0,
GZP,MAA,4M,8,2,30670769.0,6225984,0,25573162,52847734,0,12175238,12431043,0,3981704,109253161,2703393,0,0,13068333,0,0,0,0,0,0,0,0,0,0,0,0,0,6.321539,554253,943,940,3,0,3,0,3,0,3,0,3,5.206375,1044556,481,480,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.231259,520654,1879,1878,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.677407,2340589,23473,23440,33,8,34,0,34,8,11,3,8,8360069,4180114,0,8360029,55662114,0,5452625,8570,0,86203683,4.3582559538842345,8157228,4264455,826519,50.64699770701895,26.477357578663423,77.12435528568237,93.3461592925854,29.50395775,0.2700162375,21.1095060705,3.28717764,22.709722752,10.02999816,21.265921296,78.672342156,0,0,0,0,0,0,0,0,0,0,0,0,
GZZ,BASE,2M,4,0,154373942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.967053,6804,468107,0,468107,45458,422649,0,422649,364676,57973,0,57973,60.404586,25474,979716,4,979712,184645,795067,0,795067,698805,96262,0,96262,5.956852,500386,245,0,245,243,2,0,2,1,1,0,1,5.478024,1001137,234,0,234,231,3,0,3,1,2,0,2,5.478433,1001130,241,0,241,238,3,0,3,1,2,0,2,5.00432,1001217,255,1,254,249,5,0,5,3,2,0,2,95.299666,7455,497051,0,497051,51215,445836,0,445836,389350,56486,0,56486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.179173,9119982,1947005,137,1946868,283108,1663762,0,1663762,1460774,202717,1,202716,7601224,614,0,11401433,103220481,0,38624464,3802385,0,198855296,6.0424456557313535,1696644,353797,1690781,2.092919349676146,0.43643132392969386,2.52935067360584,17.540616872175306,0.37321917699999996,0.551145886875,53.29772447962501,6.71546076,4.723456896,0.8321305439999999,3.510354992,69.63027355850001,0,0,0,0,0,0,0,0,0,0,0,0,
GZZ,MAA,2M,4,1,32218355.0,10058545,0,20303624,31104065,0,15305819,0,34394,66907,76806447,1442841,0,0,28919328,6.58185,2148548,5839,5618,221,0,0,0,221,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.676402,529435,5388,5382,6,3,3,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5877,2933828,19849,19343,506,269,36,1,239,12,9,1,211,5700689,1900282,0,3800445,41110530,0,3027825,5775,0,59346199,3.1393099268351845,4959031,2042647,309586,29.310905287864518,12.073292696403914,41.38419798426843,95.57840277716285,32.0827217,0.100636695,11.142791853,1.22754936,13.805942303999998,4.804305744,11.986872736,43.068098692,0,0,0,0,0,0,0,0,0,0,0,0,
