kernel,mode,size,cores,DX100s,cycles,INDRD,INDWR,INDRMW,STRRD,RANGE,ALUS,ALUV,INV,IDLE,Total,IND_Fill,IND_Drain,IND_Build,IND_Request,Avg-SPD-Latency,L1-SPD-Hits,L1-SPD-Misses,M1-SPD-Hits,M1-SPD-Misses,L2-SPD-Hits,L2-SPD-Misses,M2-SPD-Hits,M2-SPD-Misses,L3-SPD-Hits,L3-SPD-Misses,M3-SPD-Hits,M3-SPD-Misses,Avg-6-Latency,L1-6-Hits,L1-6-Misses,M1-6-Hits,M1-6-Misses,L2-6-Hits,L2-6-Misses,M2-6-Hits,M2-6-Misses,L3-6-Hits,L3-6-Misses,M3-6-Hits,M3-6-Misses,Avg-7-Latency,L1-7-Hits,L1-7-Misses,M1-7-Hits,M1-7-Misses,L2-7-Hits,L2-7-Misses,M2-7-Hits,M2-7-Misses,L3-7-Hits,L3-7-Misses,M3-7-Hits,M3-7-Misses,Avg-8-Latency,L1-8-Hits,L1-8-Misses,M1-8-Hits,M1-8-Misses,L2-8-Hits,L2-8-Misses,M2-8-Hits,M2-8-Misses,L3-8-Hits,L3-8-Misses,M3-8-Hits,M3-8-Misses,Avg-9-Latency,L1-9-Hits,L1-9-Misses,M1-9-Hits,M1-9-Misses,L2-9-Hits,L2-9-Misses,M2-9-Hits,M2-9-Misses,L3-9-Hits,L3-9-Misses,M3-9-Hits,M3-9-Misses,Avg-10-Latency,L1-10-Hits,L1-10-Misses,M1-10-Hits,M1-10-Misses,L2-10-Hits,L2-10-Misses,M2-10-Hits,M2-10-Misses,L3-10-Hits,L3-10-Misses,M3-10-Hits,M3-10-Misses,Avg-11-Latency,L1-11-Hits,L1-11-Misses,M1-11-Hits,M1-11-Misses,L2-11-Hits,L2-11-Misses,M2-11-Hits,M2-11-Misses,L3-11-Hits,L3-11-Misses,M3-11-Hits,M3-11-Misses,Avg-12-Latency,L1-12-Hits,L1-12-Misses,M1-12-Hits,M1-12-Misses,L2-12-Hits,L2-12-Misses,M2-12-Hits,M2-12-Misses,L3-12-Hits,L3-12-Misses,M3-12-Hits,M3-12-Misses,Avg-13-Latency,L1-13-Hits,L1-13-Misses,M1-13-Hits,M1-13-Misses,L2-13-Hits,L2-13-Misses,M2-13-Hits,M2-13-Misses,L3-13-Hits,L3-13-Misses,M3-13-Hits,M3-13-Misses,Avg-14-Latency,L1-14-Hits,L1-14-Misses,M1-14-Hits,M1-14-Misses,L2-14-Hits,L2-14-Misses,M2-14-Hits,M2-14-Misses,L3-14-Hits,L3-14-Misses,M3-14-Hits,M3-14-Misses,Avg-15-Latency,L1-15-Hits,L1-15-Misses,M1-15-Hits,M1-15-Misses,L2-15-Hits,L2-15-Misses,M2-15-Hits,M2-15-Misses,L3-15-Hits,L3-15-Misses,M3-15-Hits,M3-15-Misses,Avg-16-Latency,L1-16-Hits,L1-16-Misses,M1-16-Hits,M1-16-Misses,L2-16-Hits,L2-16-Misses,M2-16-Hits,M2-16-Misses,L3-16-Hits,L3-16-Misses,M3-16-Hits,M3-16-Misses,Avg-T-Latency,L1-T-Hits,L1-T-Misses,M1-T-Hits,M1-T-Misses,L2-T-Hits,L2-T-Misses,M2-T-Hits,M2-T-Misses,L3-T-Hits,L3-T-Misses,M3-T-Hits,M3-T-Misses,LDFP,STFP,VFP,SFP,SINT,VINT,LDINT,STINT,VEC,Total,LSQ-LD-OCC,DRAM-RD,DRAM-WR,DRAM-ACT,DRAM-RD-BW,DRAM-WR-BW,DRAM-total-BW,DRAM-RB-hitrate,DRAM-CTRL-occ,DRAM-PRE-STB-energy,DRAM-ACT-STB-energy,DRAM-ACTPRE-energy,DRAM-RD-energy,DRAM-WR-energy,DRAM-DQ-energy,DRAM-Total-energy,CORE-ST-Power,CORE-DY-Power,CORE-Power,LLC-ST-Power,LLC-DY-Power,LLC-Power,CORE-ST-Energy,CORE-DY-Energy,CORE-Energy,LLC-ST-Energy,LLC-DY-Energy,LLC-Energy,
BC,BASE,20,4,0,1409804594.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.803096,810369,29554,844,28710,18280,10430,818,9612,8155,1413,45,1368,40.688983,13039895,1980980,1420416,560564,1998,558566,0,558566,104447,454119,3,454116,31.614938,17166033,2937094,2168201,768893,149,768744,0,768744,10632,758112,0,758112,12.246818,14223418,743392,227112,516280,54767,461514,11477,450037,86780,362640,3,362637,54.208379,6683613,6352974,484273,5868701,134705,5734008,2595,5731413,4502008,1122071,60,1122011,84.302941,632617,3668153,170786,3497367,92838,3404403,2912,3401491,2896849,421277,54,421223,57.723953,856765,390355,42447,347908,1875,277053,0,277053,70726,201368,3,201365,56.161987,4479117,8185329,42182,8143147,281670,7861478,4904,7856574,7225598,566050,44,566006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.779668,144806841,24354728,4627816,19726912,583921,19080040,11438,19068602,14913796,3885498,195,3885303,37104671,5245688,0,61524813,1489350588,0,407259743,30891543,0,2096965847,7.180054501889751,26289378,5709696,23039501,3.551053012748858,0.7712405056780005,4.322293518426859,27.9994758598327,0.7808787825,7.492253833125,483.42434518837507,91.37563836,73.189628352,13.429204992,54.782414687999996,723.6934854135001,0,0,0,0,0,0,0,0,0,0,0,0,
BC,MAA,20,4,1,630381986.0,177022418,4091385,44418149,3933633,10227928,54634816,0,0,404310334,294328329,9356358,0,0,216175594,8.442748,52333441,1250698,749486,501212,0,0,0,501212,0,0,0,501212,5.820951,119447,16433,14,16419,14639,1780,951,829,112,578,0,578,41.202944,83109,11936,7639,4297,5,4292,0,4292,558,3734,0,3734,29.925705,160846,19936,14626,5310,8,5302,0,5302,55,5247,0,5247,23.31662,12022236,3355490,2839909,515581,66268,449332,12731,436601,188380,222118,3,222115,51.250894,4008919,4102701,532627,3570074,116551,3453523,2308,3451215,3068347,380975,53,380922,49.463011,4150366,3694492,357960,3336532,99959,3186604,4152,3182452,2716194,388365,69,388296,25.65069,5310573,393854,204538,189316,252,173958,0,173958,16196,156990,0,156990,79.376308,146914,79077,604,78473,12630,65843,4790,61053,42305,16306,2,16304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.541645,107534138,13065836,4808915,8256921,314845,7383451,12347,7865311,6081422,1178060,114,1672153,44393100,19856545,0,53145262,1256146705,0,245494994,10070394,0,1673770562,7.606857504133423,42727555,6258551,19330253,12.90743699238152,1.8906266154500617,14.798063607831581,60.53931496412473,10.64833735,6.3168528,212.16334520100003,76.89260268,118.95351311999998,14.720111952,83.864213472,512.910639225,0,0,0,0,0,0,0,0,0,0,0,0,
BC,BASE,21,8,0,1728135032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.609133,673774,27394,62,27332,17870,9462,583,8879,8239,592,0,592,49.210347,8979332,1963036,1403032,560004,1408,558596,0,558596,93906,464690,2,464688,34.945323,15421550,2471938,1940093,531845,2121,529724,6,529718,12751,516967,1,516966,12.284173,15117056,774471,252113,522358,100953,421406,29113,392293,81710,310225,0,310225,74.294388,6929502,6396787,897121,5499666,65390,5434291,2334,5431957,3079559,2229028,240,2228788,131.919101,776196,3799171,494224,3304947,43769,3261165,5458,3255707,1987843,1240735,160,1240575,89.639145,733590,355659,5076,350583,1550,277353,0,277353,70895,198682,1,198681,106.473832,1712032,8192191,29504,8162687,121353,8041339,6482,8034857,5871394,2128760,271,2128489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.899469,123332911,23998289,5106256,18892033,290490,18535656,15422,18520234,11230704,7088133,700,7087433,72922876,10490918,0,120801650,2984167419,0,811438729,60813522,0,4189962894,15.812597680438518,115277789,14323642,84862338,12.702924902963424,1.5783799311325517,14.281304834095977,34.52052392847422,1.64843315,27.590897323125,1172.739138891375,336.52599048,320.933364576,33.689205984,221.87764987199998,2113.3562471265,0,0,0,0,0,0,0,0,0,0,0,0,
BC,MAA,21,8,1,602492759.0,230364871,5851142,62846108,6621293,13636699,67435431,0,0,302685018,386755544,11477617,0,0,287584504,7.426349,46008062,486964,360355,126609,0,0,0,126609,0,0,0,126609,7.473922,114455,16107,7,16100,14582,1518,804,714,82,568,2,566,50.676037,33150,6909,4762,2147,2,2145,0,2145,550,1595,0,1595,35.945952,63958,9303,7311,1992,3,1989,0,1989,18,1971,0,1971,24.243019,10896322,3227107,2704731,522376,106893,415506,29327,386179,198748,168595,3,168592,45.47235,4842926,4310395,949067,3361328,62833,3298495,2251,3296244,3011776,283761,71,283690,41.382579,4647084,3882733,694860,3187873,53956,3101486,5433,3096053,2718530,300025,52,299973,20.407697,5592212,264644,142259,122385,72,114347,0,114347,8473,105386,2,105384,76.436791,124201,47036,45,46991,10024,36967,6469,30498,24287,4139,2,4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.881472,113140479,12278266,4968467,7309799,179498,6964536,14826,7075936,5978218,867761,135,993852,87352886,39415669,0,104185665,3485197421,0,568005166,19363257,0,4391224395,15.099491758062015,65104863,14385987,41944727,20.577725221244044,4.546985799238821,25.124711020482867,47.23326395427902,10.24653125,13.6936709775,403.37334582450006,166.75110852,181.25193859199996,33.835841423999995,136.0883352,934.994240538,0,0,0,0,0,0,0,0,0,0,0,0,
BC,MAA,21,8,2,573224630.0,264723651,8964381,64609418,10692417,15149489,72347984,0,0,316369988,436487340,9495817,0,0,159571078,8.675953,45939055,574979,448420,126559,0,0,0,126559,0,0,0,126559,7.189057,114914,16171,7,16164,14729,1431,702,729,96,573,2,571,50.171806,33637,7124,4934,2190,0,2190,0,2190,525,1665,0,1665,36.277867,67019,9898,7771,2127,10,2117,0,2117,20,2097,0,2097,24.445108,10906206,3225512,2703086,522426,106943,415495,29327,386168,198104,169263,2,169261,45.522363,4843421,4312949,949690,3363259,62761,3300498,2251,3298247,3012121,285423,76,285347,41.380583,4647209,3887676,697021,3190655,54012,3104419,5433,3098986,2719636,301749,61,301688,20.455977,5591361,264534,142328,122206,75,114327,0,114327,8320,105582,0,105582,75.793887,124493,47311,60,47251,9997,37254,6469,30785,24569,4193,1,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.684376,109515335,12343855,5039821,7304034,179412,6958678,15424,7069360,5975423,863684,151,989639,87352574,39415151,0,104185829,3155067387,0,540387384,19363761,0,4033476045,16.080902827738242,64782407,14383204,41900409,21.52127533196163,4.778224641140175,26.299499973101803,47.072461804153825,10.7630968,13.687347286875,382.89070706062506,166.63518444,180.354221088,33.829295808,135.531526032,912.9282817155001,0,0,0,0,0,0,0,0,0,0,0,0,
IS,BASE,b,4,0,1300988954.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.413767,10635782,12957535,453085,12504450,515108,7946198,26392,7919806,4043027,3876779,0,3876779,138.90517,136413,125735,125734,1,0,1,0,1,1,0,0,0,124.471455,110495,151651,151650,1,0,1,0,1,0,1,0,1,111.032166,116677,145471,145470,1,0,1,0,1,0,1,0,1,5.032671,8388771,21,19,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.833733,19769062,13345816,808242,12537574,513601,7947577,25761,7921816,4076208,3845579,1,3845578,6291827,7340686,0,147,384541751,0,76521953,41945286,0,519788344,5.081775045755492,19246934,16719460,33633135,2.8172391468095035,2.447284186952354,5.264523333761858,6.487330923417005,0.6418769955,10.941313096875,440.68716417262505,133.4207586,53.58346425599999,39.32416992,61.574466527999995,739.5313365735001,0,0,0,0,0,0,0,0,0,0,0,0,
IS,MAA,b,4,1,383612766.0,0,0,350849309,345950610,0,0,0,0,32759539,696799919,3991001,0,0,346858308,0,0,0,0,0,0,0,0,0,0,0,0,0,39.202832,6261418,554533,423450,131083,102876,28207,28197,10,0,10,0,10,127.571136,138517,123630,123605,25,5,20,16,4,0,4,0,4,117.724125,123041,139103,139089,14,0,14,11,3,0,3,0,3,107.730328,125076,137070,137056,14,1,13,9,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.901953,7126996,886134,754903,131231,100405,30829,28639,2190,44,2115,3,2112,6291829,7340686,0,147,83310121,0,9496952,8407288,0,117993741,5.34652042155785,35774843,33238779,26504973,17.759079531462625,16.50014564116214,34.25922517262477,61.59457766178393,30.197048199999998,8.63084608875,122.66297471325001,105.20604108,99.59716291199999,78.177608208,118.151320864,532.425953866,0,0,0,0,0,0,0,0,0,0,0,0,
IS,BASE,b,8,0,1688407278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.347133,19521490,11412070,740143,10671927,384023,8238330,83772,8154558,2049563,6104996,0,6104996,98.679169,186419,75728,75679,49,11,38,25,13,0,14,0,14,109.587593,146081,116065,116045,20,5,15,6,9,0,9,0,9,98.897663,164334,97812,97799,13,5,8,3,5,0,5,0,5,83.686653,180688,81458,81435,23,5,18,7,11,0,11,0,11,111.065907,152169,109977,109959,18,2,16,8,8,0,8,0,8,107.256954,143640,118506,118489,17,0,17,5,12,0,12,0,12,80.875526,171500,90646,90630,16,1,15,5,10,0,10,0,10,5.07806,8385531,3272,2559,713,706,7,0,7,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.378807,29635932,11977670,1397384,10580286,375764,8247572,89420,8158152,1956978,6201145,1,6201144,29360683,31458542,0,199,924532875,0,170415948,100667242,0,1271117387,11.285462328633255,61428540,55307685,109441598,6.928332856792004,6.237980769502291,13.166313626294293,6.248811797708896,0.8674256650000001,35.603807090625,1134.133053991875,434.15590488,171.01705535999997,130.08367512,199.8524172,2104.8459136425,0,0,0,0,0,0,0,0,0,0,0,0,
IS,MAA,b,8,1,579469572.0,0,0,507714057,331028666,0,0,0,0,71725865,838742723,3129338,0,0,504584719,0,0,0,0,0,0,0,0,0,0,0,0,0,36.15305,13146447,1009744,747555,262189,178052,84137,84089,48,0,48,0,48,90.250427,181733,80414,80381,33,13,20,7,13,0,13,0,13,114.513569,140046,122098,122070,28,4,24,13,11,0,12,0,12,113.202534,137262,124884,124852,32,4,28,14,14,0,15,0,15,98.953335,155159,106989,106945,44,1,43,11,32,0,32,0,32,93.2537,161131,101015,100993,22,4,18,8,10,0,10,0,10,115.71983,143158,118990,118973,17,1,16,7,9,0,9,0,9,81.459595,180799,81347,81323,24,6,18,7,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.614838,14636900,1761753,1490127,271626,165427,97027,92246,4781,56,4725,3,4722,29360685,31458542,0,199,320773512,0,36248105,33591208,0,466114181,11.731494586959988,77733578,71568162,97432027,25.54546357534641,23.519332604572647,49.06479617991906,34.741532818036816,27.505337725,31.79328022125,362.87745867975,387.22748052,216.41028115199998,168.328317024,255.60457888,1422.2413964769999,0,0,0,0,0,0,0,0,0,0,0,0,
IS,MAA,b,8,2,564499599.0,0,0,952807969,914308752,0,0,0,0,72971051,1867116721,127869821,0,0,344970708,0,0,0,0,0,0,0,0,0,0,0,0,0,41.597331,13113683,1042515,780334,262181,178056,84125,84089,36,0,36,0,36,100.650463,184351,77797,77785,12,2,10,4,6,0,6,0,6,81.624325,179646,82500,82493,7,0,7,1,6,0,6,0,6,68.956879,190211,71935,71920,15,4,11,4,7,0,7,0,7,102.66523,156694,105454,105435,19,0,19,5,14,0,14,0,14,103.450092,156425,105723,105699,24,2,22,7,15,0,15,0,15,117.376705,143133,119015,118988,27,5,22,11,11,0,11,0,11,100.270535,156829,105317,105301,16,2,14,8,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.969301,14577028,1743254,1480822,262432,165383,97051,92289,4762,45,4718,2,4716,29360685,31458542,0,199,318970618,0,36084192,33591210,0,464147378,12.517347463555907,77798770,71635118,97434046,26.24489622599889,24.16562932867943,50.410525554678316,34.79789135915409,28.460086325,31.7934845775,352.3964291745,387.23214216,216.59177568,168.485797536,255.830816256,1412.330445384,0,0,0,0,0,0,0,0,0,0,0,0,
CG,BASE,c,4,0,337805158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.043672,45635207,36682,36619,63,53,10,0,10,8,2,0,2,7.403379,435252,42475,19810,22665,20170,2495,0,2495,2494,1,0,1,7.35515,24568250,101032,100998,34,24,10,0,10,8,2,0,2,53.555335,1696654,34716715,402271,34314444,11793616,22516781,0,22516781,15017531,1,0,1,10.45946,284735,34034,8441,25593,17202,8390,0,8390,36,2174,0,2174,53.205211,557011,8691786,100584,8591202,2948484,5642718,0,5642718,3753864,2181,0,2181,6.374496,302804,15969,1031,14938,4783,5470,0,5470,54,5,0,5,7.664196,91900,1859,1848,11,0,4,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.014855,75508876,43742385,697215,43045170,14833139,28208219,0,28208219,18772281,4657,10,4647,274620523,2062785,0,361923359,868445999,0,186793675,2478517,0,2427429797,34.16824457698568,22845605,149239,1399810,12.878703692540007,0.08413017997864264,12.96283387251865,93.9125049076219,1.580378655,0.495248289375,117.58479327412502,5.8479684,63.60216431999999,0.351010128,39.367172928,227.24835733950002,0,0,0,0,0,0,0,0,0,0,0,0,
CG,MAA,c,4,1,175709320.0,117165955,0,25286418,152133223,11371059,0,90582553,0,20878699,396539208,47038269,0,0,95414104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.734375,18,59,0,59,0,59,0,59,20,39,2,37,0,2,2,0,2,0,2,0,2,0,2,0,2,27.400252,301270,332392,209288,123104,46286,67469,1155,66314,3356,31,0,31,47.377856,24015,201226,88870,112356,19034,93321,18446,74875,9386,4649,9,4640,14.614314,102475,122716,56302,66414,18706,41566,29,41537,15,4638,0,4638,24.697198,342035,240709,129437,111272,42352,59160,9141,50019,48,37,4,33,26.400525,56214,37557,28174,9383,4869,4511,4500,11,3,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.564603,898110,893123,482666,410457,134513,231685,33904,197781,11694,227,23,204,3151696,1613942,0,677636,41093739,0,3286547,232679,0,58685921,1.5962699093737827,22814677,144596,304927,24.726081159769702,0.15671019280168025,24.88279135257138,98.67187867838847,16.30283735,0.114594226875,61.354326482625005,1.32355092,63.516060767999996,0.34008979199999995,39.306275376,165.9548975655,0,0,0,0,0,0,0,0,0,0,0,0,
CG,BASE,c,8,0,344927643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.154273,45598527,83065,59316,23749,23616,133,0,133,131,2,0,2,7.965453,428221,53190,24968,28222,25142,3080,0,3080,3078,2,0,2,5.93699,24591271,70822,48453,22369,22293,76,0,76,74,2,0,2,64.207555,964545,35458119,212520,35245599,5951208,29289921,0,29289921,19376164,1,0,1,6.6073,271274,47475,1389,46086,32900,13185,0,13185,29,2312,0,2312,63.721732,376659,8874546,53640,8820906,1483778,7337128,0,7337128,4837215,2315,0,2315,5.898,294907,23831,548,23283,8773,9817,1,9816,63,12,0,12,5.985769,93481,255,230,25,0,6,0,6,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.973008,74648471,44726988,444487,44282501,7590314,36687760,1,36687759,24231893,4670,7,4663,549455937,4125309,0,724133388,1744107051,0,374326195,4954742,0,4863885282,77.59525118922711,45710016,298639,22224094,25.23591977451049,0.16487480217771172,25.4007945766882,51.69584070649316,2.5238699325000002,7.285277281875,231.67822702762504,88.57221624,127.256684544,0.702398928,78.76681735999999,534.2616213815,0,0,0,0,0,0,0,0,0,0,0,0,
CG,MAA,c,8,1,298240314.0,253214590,0,23616512,180740070,22641353,0,225405735,0,21142563,705618260,14972716,0,0,261858386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.193548,18,57,0,57,0,57,0,57,20,37,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,24.412476,151689,319511,189856,129655,54903,70078,1370,68708,947,9,0,9,47.195095,43056,182070,83580,98490,23827,74345,18303,56042,11801,22,8,14,14.809733,103381,121682,56280,65402,23249,36461,143,36318,7,5,0,5,32.417512,225930,211209,134655,76554,40046,31810,10155,21655,357,1199,1072,127,34.721541,56187,37610,28209,9401,4933,4449,3305,1144,312,1018,921,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.329954,1512918,854712,484496,370216,139605,194545,40703,153842,4849,2708,2254,454,6303118,3227608,0,1355094,176362465,0,15132684,462895,0,220102366,2.3236915335768726,45673408,324700,727137,29.16304277609698,0.20732501479632723,29.370367790893308,98.41920237241062,4.9787982699999995,0.325622870625,208.36497684187503,3.54356652,127.15476787199998,0.7636944,78.748760896,418.9013894005001,0,0,0,0,0,0,0,0,0,0,0,0,
CG,MAA,c,8,2,201948841.0,308408055,0,36888286,342784939,22716690,0,210710122,0,21331217,921508092,41245914,0,0,131953850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.264706,19,63,0,63,0,63,0,63,23,40,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,30.292853,426243,349477,232122,117355,45857,57427,1457,55970,2575,9,0,9,49.844208,17999,207113,108667,98446,23753,74373,18397,55976,11768,22,6,16,24.200645,142449,82583,56230,26353,15122,9439,8270,1169,5,8,0,8,28.590045,494591,216428,122665,93763,40614,48414,9553,38861,306,1201,1116,85,35.006612,56182,37613,28212,9401,4927,4455,3277,1178,241,1123,1057,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.779769,2455435,835196,505669,329527,133501,158634,46368,112266,13041,2841,2319,522,6303118,3227608,0,1355094,147556737,0,12513825,462856,0,188677728,2.5884294618267556,45671797,323127,1117535,43.066789665774756,0.3046966280817196,43.37148629385648,97.57030797572358,11.0278058,0.39914538375,140.85052273125,4.696569,127.150282848,0.7599947039999999,78.743309888,352.59982455500005,0,0,0,0,0,0,0,0,0,0,0,0,
PRH,BASE,2M,4,0,283032048.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.583711,3432958,82966,6398,76568,4507,72061,0,72061,860,71200,0,71200,5.306755,4670103,76795,866,75929,4918,71011,0,71011,730,70255,0,70255,5.004657,4796451,130084,92,129992,1259,128722,0,128722,7082,121640,0,121640,5.010205,1936489,63547,36,63511,857,62654,0,62654,1,62653,0,62653,5.001945,1000383,8,0,8,3,5,0,5,0,5,0,5,5.004516,1000381,9,0,9,0,9,0,9,0,9,0,9,5.006222,1020419,240,3,237,5,43,0,43,35,8,0,8,5.033991,1020200,630,2,628,114,233,2,231,229,2,0,2,4.813354,5759544,74,1,73,69,1,0,1,0,1,0,1,5.354331,126,1,0,1,0,1,0,1,0,0,0,0,4.266801,105973179,611719,208079,403640,24506,382091,34,382057,13882,331681,48,331633,366,413612,0,17169,635731062,0,423481237,91460031,0,1151450649,6.384124129865333,3394733,1290515,3071324,2.2840509581704604,0.8682868497414531,3.1523378079119135,34.44692788940948,0.341667891,1.0412113125,97.67564399250001,12.49502544,9.450936672,3.03529128,8.021144576,131.719253273,0,0,0,0,0,0,0,0,0,0,0,0,
PRH,MAA,2M,4,1,128006637.0,0,11637457,1463783,15479468,0,13000326,0,0,107644316,41581034,1775296,0,0,11325944,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.296409,1502176,13029,6671,6358,0,6358,0,6358,58,6300,0,6300,5.522653,2738336,6333,1032,5301,0,5301,0,5301,53,5248,2,5246,5.00001,2858240,65872,26,65846,21,65743,0,65743,6330,59413,0,59413,0,0,0,0,0,0,0,0,0,0,0,0,0,5.564706,366,21,11,10,0,1,0,1,1,0,0,0,5.611765,365,20,10,10,0,1,0,1,1,0,0,0,5.421518,20263,432,54,378,14,64,0,64,62,2,0,2,5.284711,20437,271,53,218,11,33,1,32,32,0,0,0,0,7940,508,0,508,0,32,0,32,32,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,4.622479,46623621,512961,362883,150078,3154,151160,14,151146,12980,84058,64,83994,366,413612,0,17169,308935778,0,168688477,35579456,0,514006016,6.09156409836622,3503997,1327827,607597,5.212751679244953,1.9753534104044006,7.188105089649353,87.42510074870276,4.475450275,0.220662905625,44.512704187875,2.58050172,9.755127648,3.123049104,8.272082688,68.46412825350001,0,0,0,0,0,0,0,0,0,0,0,0,
PRH,BASE,4M,8,0,277605662.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.341581,3438857,70972,3396,67576,140,67436,0,67436,425,67011,0,67011,5.156385,4675764,67573,526,67047,114,66933,0,66933,369,66562,0,66562,5.003031,4794951,128194,70,128124,1272,126839,0,126839,7444,119395,0,119395,5.005333,1936019,64017,27,63990,1368,62622,0,62622,2,62620,0,62620,5.002081,1000384,7,0,7,2,4,0,4,0,4,0,4,5.003752,1000385,8,0,8,0,8,0,8,0,8,0,8,5.002898,1012174,122,4,118,3,24,0,24,16,8,0,8,5.024068,1011988,407,4,403,12,179,0,179,177,2,0,2,4.811642,5753117,145,23,122,4,13,0,13,13,0,0,0,5.354331,126,1,0,1,0,1,0,1,0,0,0,0,4.239223,104935802,465620,113161,352459,8810,346170,9,346161,10848,317113,72,317041,550,677930,0,17731,1238763005,0,841047354,180779797,0,2261632221,12.843360589448611,6530771,2482189,6448807,4.479937102085799,1.7027163554638876,6.182653457549686,28.449621434023896,0.32452020025,2.163714568125,191.44268977237502,26.06912532,18.181666464,5.838108528,15.43018752,259.1254921725,0,0,0,0,0,0,0,0,0,0,0,0,
