kernel,mode,size,cycles,INDRD,INDWR,INDRMW,STRRD,RANGE,ALUS,ALUV,INV,IDLE,Total,IND_Fill,IND_Drain,IND_Build,IND_Request,Avg-SPD-Latency,L1-SPD-Hits,L1-SPD-Misses,M1-SPD-Hits,M1-SPD-Misses,L2-SPD-Hits,L2-SPD-Misses,M2-SPD-Hits,M2-SPD-Misses,L3-SPD-Hits,L3-SPD-Misses,M3-SPD-Hits,M3-SPD-Misses,Avg-6-Latency,L1-6-Hits,L1-6-Misses,M1-6-Hits,M1-6-Misses,L2-6-Hits,L2-6-Misses,M2-6-Hits,M2-6-Misses,L3-6-Hits,L3-6-Misses,M3-6-Hits,M3-6-Misses,Avg-7-Latency,L1-7-Hits,L1-7-Misses,M1-7-Hits,M1-7-Misses,L2-7-Hits,L2-7-Misses,M2-7-Hits,M2-7-Misses,L3-7-Hits,L3-7-Misses,M3-7-Hits,M3-7-Misses,Avg-8-Latency,L1-8-Hits,L1-8-Misses,M1-8-Hits,M1-8-Misses,L2-8-Hits,L2-8-Misses,M2-8-Hits,M2-8-Misses,L3-8-Hits,L3-8-Misses,M3-8-Hits,M3-8-Misses,Avg-9-Latency,L1-9-Hits,L1-9-Misses,M1-9-Hits,M1-9-Misses,L2-9-Hits,L2-9-Misses,M2-9-Hits,M2-9-Misses,L3-9-Hits,L3-9-Misses,M3-9-Hits,M3-9-Misses,Avg-10-Latency,L1-10-Hits,L1-10-Misses,M1-10-Hits,M1-10-Misses,L2-10-Hits,L2-10-Misses,M2-10-Hits,M2-10-Misses,L3-10-Hits,L3-10-Misses,M3-10-Hits,M3-10-Misses,Avg-11-Latency,L1-11-Hits,L1-11-Misses,M1-11-Hits,M1-11-Misses,L2-11-Hits,L2-11-Misses,M2-11-Hits,M2-11-Misses,L3-11-Hits,L3-11-Misses,M3-11-Hits,M3-11-Misses,Avg-12-Latency,L1-12-Hits,L1-12-Misses,M1-12-Hits,M1-12-Misses,L2-12-Hits,L2-12-Misses,M2-12-Hits,M2-12-Misses,L3-12-Hits,L3-12-Misses,M3-12-Hits,M3-12-Misses,Avg-13-Latency,L1-13-Hits,L1-13-Misses,M1-13-Hits,M1-13-Misses,L2-13-Hits,L2-13-Misses,M2-13-Hits,M2-13-Misses,L3-13-Hits,L3-13-Misses,M3-13-Hits,M3-13-Misses,Avg-14-Latency,L1-14-Hits,L1-14-Misses,M1-14-Hits,M1-14-Misses,L2-14-Hits,L2-14-Misses,M2-14-Hits,M2-14-Misses,L3-14-Hits,L3-14-Misses,M3-14-Hits,M3-14-Misses,Avg-15-Latency,L1-15-Hits,L1-15-Misses,M1-15-Hits,M1-15-Misses,L2-15-Hits,L2-15-Misses,M2-15-Hits,M2-15-Misses,L3-15-Hits,L3-15-Misses,M3-15-Hits,M3-15-Misses,Avg-16-Latency,L1-16-Hits,L1-16-Misses,M1-16-Hits,M1-16-Misses,L2-16-Hits,L2-16-Misses,M2-16-Hits,M2-16-Misses,L3-16-Hits,L3-16-Misses,M3-16-Hits,M3-16-Misses,Avg-T-Latency,L1-T-Hits,L1-T-Misses,M1-T-Hits,M1-T-Misses,L2-T-Hits,L2-T-Misses,M2-T-Hits,M2-T-Misses,L3-T-Hits,L3-T-Misses,M3-T-Hits,M3-T-Misses,LDFP,STFP,VFP,SFP,SINT,VINT,LDINT,STINT,VEC,Total,LSQ-LD-OCC,DRAM-RD,DRAM-WR,DRAM-ACT,DRAM-RD-BW,DRAM-WR-BW,DRAM-total-BW,DRAM-RB-hitrate,DRAM-CTRL-occ,DRAM-PRE-STB-energy,DRAM-ACT-STB-energy,DRAM-ACTPRE-energy,DRAM-RD-energy,DRAM-WR-energy,DRAM-DQ-energy,DRAM-Total-energy,CORE-ST-Power,CORE-DY-Power,CORE-Power,LLC-ST-Power,LLC-DY-Power,LLC-Power,CORE-ST-Energy,CORE-DY-Energy,CORE-Energy,LLC-ST-Energy,LLC-DY-Energy,LLC-Energy,
PRH,BASE,2M,283032048.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.583711,3432958,82966,6398,76568,4507,72061,0,72061,860,71200,0,71200,5.306755,4670103,76795,866,75929,4918,71011,0,71011,730,70255,0,70255,5.004657,4796451,130084,92,129992,1259,128722,0,128722,7082,121640,0,121640,5.010205,1936489,63547,36,63511,857,62654,0,62654,1,62653,0,62653,5.001945,1000383,8,0,8,3,5,0,5,0,5,0,5,5.004516,1000381,9,0,9,0,9,0,9,0,9,0,9,5.006222,1020419,240,3,237,5,43,0,43,35,8,0,8,5.033991,1020200,630,2,628,114,233,2,231,229,2,0,2,4.813354,5759544,74,1,73,69,1,0,1,0,1,0,1,5.354331,126,1,0,1,0,1,0,1,0,0,0,0,4.266801,105973179,611719,208079,403640,24506,382091,34,382057,13882,331681,48,331633,366,413612,0,17169,635731062,0,423481237,91460031,0,1151450649,6.384124129865333,3394733,1290515,3071324,2.2840509581704604,0.8682868497414531,3.1523378079119135,34.44692788940948,0.341667891,1.0412113125,97.67564399250001,12.49502544,9.450936672,3.03529128,8.021144576,131.719253273,0,0,0,0,0,0,0,0,0,0,0,0,
PRH,MAA,2M,128006637.0,0,11637457,1463783,15479468,0,13000326,0,0,107644316,41581034,1775296,0,0,11325944,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.296409,1502176,13029,6671,6358,0,6358,0,6358,58,6300,0,6300,5.522653,2738336,6333,1032,5301,0,5301,0,5301,53,5248,2,5246,5.00001,2858240,65872,26,65846,21,65743,0,65743,6330,59413,0,59413,0,0,0,0,0,0,0,0,0,0,0,0,0,5.564706,366,21,11,10,0,1,0,1,1,0,0,0,5.611765,365,20,10,10,0,1,0,1,1,0,0,0,5.421518,20263,432,54,378,14,64,0,64,62,2,0,2,5.284711,20437,271,53,218,11,33,1,32,32,0,0,0,0,7940,508,0,508,0,32,0,32,32,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,4.622479,46623621,512961,362883,150078,3154,151160,14,151146,12980,84058,64,83994,366,413612,0,17169,308935778,0,168688477,35579456,0,514006016,6.09156409836622,3503997,1327827,607597,5.212751679244953,1.9753534104044006,7.188105089649353,87.42510074870276,4.475450275,0.220662905625,44.512704187875,2.58050172,9.755127648,3.123049104,8.272082688,68.46412825350001,0,0,0,0,0,0,0,0,0,0,0,0,
PRO,BASE,2M,218517507.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.640601,2905956,94898,18735,76163,4872,71291,0,71291,771,70519,0,70519,5.499352,2927467,77503,1825,75678,4732,70946,0,70946,951,69974,0,69974,5.011017,1936106,64004,70,63934,1276,62658,0,62658,1,62657,0,62657,5.013009,1936472,63568,41,63527,868,62659,0,62659,1,62658,0,62658,5.001943,1000383,9,0,9,3,6,0,6,0,6,0,6,5.004616,1000381,9,0,9,0,9,0,9,0,9,0,9,5.006052,1020447,238,3,235,6,41,0,41,34,7,0,7,5.033901,1020170,654,5,649,107,234,2,232,230,2,0,2,4.813972,5760385,71,1,70,67,1,0,1,0,1,0,1,5.354331,126,1,0,1,0,1,0,1,0,0,0,0,4.284365,78545575,419662,102563,317099,26282,291564,21,291543,5892,269030,41,268989,366,1068972,0,17169,487812336,0,338066269,76001939,0,903315070,6.628305798225014,3124476,1071616,2644438,2.7228689551374052,0.9338749723884985,3.6567439275259037,36.97855051795814,0.40966112899999996,0.88685487375,75.29962593825,10.68702408,8.698541184,2.520440832,7.183709504,105.276196412,0,0,0,0,0,0,0,0,0,0,0,0,
PRO,MAA,2M,65290899.0,0,11634659,1474700,15145559,0,12654899,0,0,44896651,40909817,1793806,0,0,11315553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.302499,977783,22810,17268,5542,0,5542,0,5542,53,5489,0,5489,6.359909,997666,7056,1983,5073,0,5073,0,5073,42,5031,0,5031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.678431,384,3,2,1,0,1,0,1,0,1,0,1,5.607843,367,20,10,10,0,1,0,1,1,0,0,0,5.431937,20284,434,56,378,15,66,0,66,62,4,0,4,5.275821,20441,258,51,207,9,33,1,32,32,0,0,0,0,7939,509,0,509,0,32,0,32,32,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,5.194493,19175076,472255,388679,83576,3845,84391,7,84384,7008,21963,92,21871,366,1068972,0,17169,167530155,0,83853980,20123228,0,272965194,6.671386364531111,3222192,1099404,399606,9.397981859474871,3.2065683386446593,12.604550198119531,90.75327726145619,8.70581913,0.140983755,22.665796368,1.66650216,8.970582528,2.585798208,7.398572351999999,43.428235371,0,0,0,0,0,0,0,0,0,0,0,0,
XRAGE,BASE,--,75479404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00888,2594380,27066,27061,5,0,5,0,5,0,5,0,5,66.448949,2699078,2019514,1317539,701975,68885,633090,16,633074,515428,117646,524,117122,10.639273,4632580,86019,86009,10,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.982802,13586876,2189193,1465278,723915,81173,642676,20,642656,462333,164547,156,164391,18875185,18875692,0,18874705,179994207,0,23996287,7404,0,260625719,14.757946001064662,4590281,1545236,2334515,11.581013584962738,3.898541093230127,15.479554678192866,61.950802189937704,5.72486901,0.771443221875,25.383264329625003,9.3496314,12.779342303999998,3.634395072,10.504005104,62.4220814315,0,0,0,0,0,0,0,0,0,0,0,0,
XRAGE,MAA,--,42141196.0,13125518,14298860,0,41163062,0,0,0,0,106422,68587440,9714645,0,0,17709733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.374793,158066,552,426,126,13,124,0,124,12,3,2,1,531,840,0,207,8070095,0,758858,21062,0,8853856,0.7635984437052284,6164974,2479090,325391,27.85865582208443,11.202661205379178,39.06131702746361,96.23567109174573,29.6819038,0.1075458825,14.607068356500003,1.30332516,17.163287616,5.83081968,14.798637568,53.810684263,0,0,0,0,0,0,0,0,0,0,0,0,
GZP,BASE,2M,162725043.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.262543,582209,471791,2865,468926,47763,421163,0,421163,358404,62759,0,62759,37.57678,1095566,469366,445,468921,47830,421091,0,421091,357517,63574,0,63574,5.957578,500328,310,0,310,308,2,0,2,1,1,0,1,5.073222,504217,345,1,344,343,1,0,1,0,1,0,1,96.621797,6970,467929,0,467929,46651,421278,0,421278,357536,63742,0,63742,6.007903,500336,302,0,302,301,1,0,1,0,1,0,1,5.010628,500315,325,0,325,322,3,0,3,2,1,0,1,7.134136,541698,3329,3328,1,0,1,0,1,0,1,0,1,5.014236,500251,458,2,456,454,2,0,2,1,1,0,1,0,8,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.353587,8670032,1417536,8758,1408778,143616,1265018,0,1265018,1075073,189915,3,189912,10061008,2180614,0,15761433,100272379,0,31017666,3802390,0,178577809,4.88566281161553,1772249,576124,1870381,2.0739873781294675,0.6742133324591868,2.7482007105886543,20.354177126035765,0.483403012,0.607940056875,56.144612378625006,7.41584796,4.933941216,1.3550436479999997,4.020414575999999,74.4777998355,0,0,0,0,0,0,0,0,0,0,0,0,
GZP,MAA,2M,30444155.0,4489459,0,20349399,26044122,0,6172016,6759796,0,3824316,63814792,849737,0,0,23989121,0,0,0,0,0,0,0,0,0,0,0,0,0,6.102956,578059,1029,1022,7,2,5,2,3,0,3,0,3,5.045007,1089953,72,67,5,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.428004,543914,1109,1103,6,4,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.851136,2522736,2084,2044,40,8,33,2,33,10,12,1,11,4360041,2180066,0,4360013,30451575,0,2972779,4353,0,46508916,1.6501738045782517,4095696,2134082,281958,25.618845293242117,13.34882193431659,38.96766722755871,95.47402812748705,29.092269899999998,0.09201351,10.533330957,1.12064808,11.402417663999998,5.019360864,10.665379936,38.833151011,0,0,0,0,0,0,0,0,0,0,0,0,
GZZ,BASE,2M,154373942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.967053,6804,468107,0,468107,45458,422649,0,422649,364676,57973,0,57973,60.404586,25474,979716,4,979712,184645,795067,0,795067,698805,96262,0,96262,5.956852,500386,245,0,245,243,2,0,2,1,1,0,1,5.478024,1001137,234,0,234,231,3,0,3,1,2,0,2,5.478433,1001130,241,0,241,238,3,0,3,1,2,0,2,5.00432,1001217,255,1,254,249,5,0,5,3,2,0,2,95.299666,7455,497051,0,497051,51215,445836,0,445836,389350,56486,0,56486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.179173,9119982,1947005,137,1946868,283108,1663762,0,1663762,1460774,202717,1,202716,7601224,614,0,11401433,103220481,0,38624464,3802385,0,198855296,6.0424456557313535,1696644,353797,1690781,2.092919349676146,0.43643132392969386,2.52935067360584,17.540616872175306,0.37321917699999996,0.551145886875,53.29772447962501,6.71546076,4.723456896,0.8321305439999999,3.510354992,69.63027355850001,0,0,0,0,0,0,0,0,0,0,0,0,
GZZ,MAA,2M,32218355.0,10058545,0,20303624,31104065,0,15305819,0,34394,66907,76806447,1442841,0,0,28919328,6.58185,2148548,5839,5618,221,0,0,0,221,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.676402,529435,5388,5382,6,3,3,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5877,2933828,19849,19343,506,269,36,1,239,12,9,1,211,5700689,1900282,0,3800445,41110530,0,3027825,5775,0,59346199,3.1393099268351845,4959031,2042647,309586,29.310905287864518,12.073292696403914,41.38419798426843,95.57840277716285,32.0827217,0.100636695,11.142791853,1.22754936,13.805942303999998,4.804305744,11.986872736,43.068098692,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,BASE,2M,85563833.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.192229,1783963,21558,5712,15846,8538,7308,1,7307,18,7289,0,7289,9.597079,2252373,30095,5707,24388,16746,6907,3,6904,848,6056,0,6056,99.432019,106365,515409,31604,483805,43362,440443,0,440443,336593,103850,0,103850,105.586691,97302,503431,20711,482720,42277,440443,0,440443,335513,104930,0,104930,144.749572,40259,469854,13430,456424,24472,431952,0,431952,256382,175570,0,175570,5.095889,607126,2132,148,1984,1918,66,0,66,24,42,0,42,104.475609,93585,486256,31219,455037,37887,417150,0,417150,312011,105139,0,105139,5.507079,1722149,1306,866,440,438,2,0,2,1,1,0,1,5.235798,716011,134,133,1,0,1,0,1,0,1,0,1,178.629051,10345,42184,22993,19191,6,19185,0,19185,0,19185,0,19185,0,0,0,0,0,0,0,0,0,0,0,0,0,38.323094,7681269,2026327,129634,1896693,170774,1725811,6,1725805,1214421,511354,1,511353,14469197,6180614,0,12577811,85986682,0,11399192,1965,0,140102316,11.586165188223463,3090831,521000,3202960,6.878928577326412,1.1595334034073879,8.0384619807338,11.320324788175299,1.398403225,1.04260677375,28.548202034250004,12.7107024,8.604873504,1.225392,6.183454671999999,58.315231384,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA,2M,31895204.0,22455078,0,0,15691409,2187825,0,0,0,8568961,40334312,1055551,0,0,21399527,5.82042,1945817,2950,2683,267,0,0,0,267,0,0,0,267,6.728541,1528873,4398,136,4262,405,3857,29,3828,0,3828,0,3828,9.475074,2093658,11094,731,10363,5014,5349,779,4570,0,4571,0,4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.102941,0,68,0,68,7,61,0,61,57,4,0,4,5.201754,691892,33,31,2,0,2,0,2,0,2,0,2,165.630955,9919,42273,23094,19179,7,19172,0,19172,0,19172,0,19172,0,0,0,0,0,0,0,0,0,0,0,0,0,8.115683,6249231,62002,27255,34747,5058,28522,669,28094,66,27766,1,28006,14468878,6180066,0,12577687,54117318,0,5079669,6579,0,101916672,4.974096123122492,5503592,366218,942058,32.85917213144551,2.186502978351904,35.045675109797415,83.95079227436663,23.81812575,0.3069366,10.751820882,3.74058648,15.322000128,0.861344736,10.049114719999999,41.031803546,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,BASE,2M,56387247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.407878,817049,28236,7524,20712,9429,10573,3,10570,731,9839,0,9839,115.7736,37397,479808,20129,459679,33259,426420,0,426420,316060,110360,0,110360,77.518979,204740,820057,362518,457539,51464,406075,0,406075,348785,57290,0,57290,5.123062,1295896,298,187,111,110,1,0,1,0,1,0,1,86.976196,66173,448497,17819,430678,45323,385355,0,385355,326016,59339,0,59339,5.8829,1425071,433,280,153,152,1,0,1,0,1,0,1,5.060672,723388,391,163,228,227,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.377293,4810667,1740489,401222,1339267,137835,1201101,5,1201096,968977,232092,1,232091,6920321,1901127,0,2436981,74069232,0,12657086,1922,0,128932000,12.630037969742538,1504424,256536,1583483,5.080718493231109,0.8663695868847718,5.947088080115881,10.078423132836633,0.8970381915,0.51469424625,19.04567344575,6.27837588,4.188316415999999,0.603372672,3.01476352,33.64519618,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA,2M,24898216.0,22310749,0,1537741,13747096,4366922,0,0,0,299589,41962508,1177066,0,0,22671424,5.665424,1526166,934,786,148,0,0,0,148,0,0,0,148,14.084704,919679,14348,921,13427,7610,5817,577,5240,0,5240,0,5240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.303922,34,68,0,68,1,67,0,67,64,3,1,2,16.808555,475589,16617,1257,15360,5419,9941,770,9171,0,9171,0,9171,26.816399,489257,45915,32525,13390,7481,5909,687,5222,74,5148,0,5148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.639491,3412031,72588,32042,40546,19353,21058,1923,19271,166,18961,1,19096,7602061,1900571,0,13,36927788,0,4663756,10197,0,79612371,7.704613638950959,5292146,238176,640322,40.47616320721794,1.8216524351448995,42.297815642362835,88.42161450996886,31.0268755,0.208145274375,8.435515486125,2.53893672,14.733334463999999,0.560189952,9.467911264,35.9440331605,0,0,0,0,0,0,0,0,0,0,0,0,
