kernel,mode,size,cycles,INDRD,INDWR,INDRMW,STRRD,RANGE,ALUS,ALUV,INV,IDLE,Total,IND_Fill,IND_Drain,IND_Build,IND_Request,Avg-SPD-Latency,L1-SPD-Hits,L1-SPD-Misses,M1-SPD-Hits,M1-SPD-Misses,L2-SPD-Hits,L2-SPD-Misses,M2-SPD-Hits,M2-SPD-Misses,L3-SPD-Hits,L3-SPD-Misses,M3-SPD-Hits,M3-SPD-Misses,Avg-6-Latency,L1-6-Hits,L1-6-Misses,M1-6-Hits,M1-6-Misses,L2-6-Hits,L2-6-Misses,M2-6-Hits,M2-6-Misses,L3-6-Hits,L3-6-Misses,M3-6-Hits,M3-6-Misses,Avg-7-Latency,L1-7-Hits,L1-7-Misses,M1-7-Hits,M1-7-Misses,L2-7-Hits,L2-7-Misses,M2-7-Hits,M2-7-Misses,L3-7-Hits,L3-7-Misses,M3-7-Hits,M3-7-Misses,Avg-8-Latency,L1-8-Hits,L1-8-Misses,M1-8-Hits,M1-8-Misses,L2-8-Hits,L2-8-Misses,M2-8-Hits,M2-8-Misses,L3-8-Hits,L3-8-Misses,M3-8-Hits,M3-8-Misses,Avg-9-Latency,L1-9-Hits,L1-9-Misses,M1-9-Hits,M1-9-Misses,L2-9-Hits,L2-9-Misses,M2-9-Hits,M2-9-Misses,L3-9-Hits,L3-9-Misses,M3-9-Hits,M3-9-Misses,Avg-10-Latency,L1-10-Hits,L1-10-Misses,M1-10-Hits,M1-10-Misses,L2-10-Hits,L2-10-Misses,M2-10-Hits,M2-10-Misses,L3-10-Hits,L3-10-Misses,M3-10-Hits,M3-10-Misses,Avg-11-Latency,L1-11-Hits,L1-11-Misses,M1-11-Hits,M1-11-Misses,L2-11-Hits,L2-11-Misses,M2-11-Hits,M2-11-Misses,L3-11-Hits,L3-11-Misses,M3-11-Hits,M3-11-Misses,Avg-12-Latency,L1-12-Hits,L1-12-Misses,M1-12-Hits,M1-12-Misses,L2-12-Hits,L2-12-Misses,M2-12-Hits,M2-12-Misses,L3-12-Hits,L3-12-Misses,M3-12-Hits,M3-12-Misses,Avg-13-Latency,L1-13-Hits,L1-13-Misses,M1-13-Hits,M1-13-Misses,L2-13-Hits,L2-13-Misses,M2-13-Hits,M2-13-Misses,L3-13-Hits,L3-13-Misses,M3-13-Hits,M3-13-Misses,Avg-14-Latency,L1-14-Hits,L1-14-Misses,M1-14-Hits,M1-14-Misses,L2-14-Hits,L2-14-Misses,M2-14-Hits,M2-14-Misses,L3-14-Hits,L3-14-Misses,M3-14-Hits,M3-14-Misses,Avg-15-Latency,L1-15-Hits,L1-15-Misses,M1-15-Hits,M1-15-Misses,L2-15-Hits,L2-15-Misses,M2-15-Hits,M2-15-Misses,L3-15-Hits,L3-15-Misses,M3-15-Hits,M3-15-Misses,Avg-16-Latency,L1-16-Hits,L1-16-Misses,M1-16-Hits,M1-16-Misses,L2-16-Hits,L2-16-Misses,M2-16-Hits,M2-16-Misses,L3-16-Hits,L3-16-Misses,M3-16-Hits,M3-16-Misses,Avg-T-Latency,L1-T-Hits,L1-T-Misses,M1-T-Hits,M1-T-Misses,L2-T-Hits,L2-T-Misses,M2-T-Hits,M2-T-Misses,L3-T-Hits,L3-T-Misses,M3-T-Hits,M3-T-Misses,LDFP,STFP,VFP,SFP,SINT,VINT,LDINT,STINT,VEC,Total,LSQ-LD-OCC,DRAM-RD,DRAM-WR,DRAM-ACT,DRAM-RD-BW,DRAM-WR-BW,DRAM-total-BW,DRAM-RB-hitrate,DRAM-CTRL-occ,DRAM-PRE-STB-energy,DRAM-ACT-STB-energy,DRAM-ACTPRE-energy,DRAM-RD-energy,DRAM-WR-energy,DRAM-DQ-energy,DRAM-Total-energy,CORE-ST-Power,CORE-DY-Power,CORE-Power,LLC-ST-Power,LLC-DY-Power,LLC-Power,CORE-ST-Energy,CORE-DY-Energy,CORE-Energy,LLC-ST-Energy,LLC-DY-Energy,LLC-Energy,
PRH,DMP,2M,286636679.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.686751,3445115,86040,7292,78748,4623,74125,0,74125,792,73333,0,73333,5.358055,4680695,79711,1567,78144,5117,73027,0,73027,682,72344,0,72344,5.062274,4840677,130704,799,129905,1258,128639,0,128639,7089,121550,0,121550,5.135598,1982695,64225,721,63504,849,62655,0,62655,2,62653,0,62653,5.002095,1000383,8,0,8,3,5,0,5,0,5,0,5,5.00329,1000381,9,0,9,0,9,0,9,0,9,0,9,5.006169,1052173,337,3,334,2,46,0,46,35,11,0,11,5.035952,1051909,761,1,760,97,266,0,266,255,11,0,11,4.81405,5850598,78,1,77,72,1,0,1,0,1,0,1,5.354331,126,1,0,1,0,1,0,1,0,0,0,0,4.289768,106066512,589963,186227,403736,12199,393534,0,393534,15117,344778,94,344684,366,413612,0,17169,639109201,0,423783553,91458209,0,1155128703,6.342296111520298,3393299,1290454,3199996,2.2543749336540917,0.8573270880737763,3.111702021727868,31.678805436580447,0.3195464905,1.081295953125,98.88349126537501,12.99233376,9.446944416,3.035147808,8.018585135999999,133.4577983385,0,0,0,0,0,0,0,0,0,0,0,0,
PRH,MAA,2M,128006637.0,0,11637457,1463783,15479468,0,13000326,0,0,107644316,41581034,1775296,0,0,11325944,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.296409,1502176,13029,6671,6358,0,6358,0,6358,58,6300,0,6300,5.522653,2738336,6333,1032,5301,0,5301,0,5301,53,5248,2,5246,5.00001,2858240,65872,26,65846,21,65743,0,65743,6330,59413,0,59413,0,0,0,0,0,0,0,0,0,0,0,0,0,5.564706,366,21,11,10,0,1,0,1,1,0,0,0,5.611765,365,20,10,10,0,1,0,1,1,0,0,0,5.421518,20263,432,54,378,14,64,0,64,62,2,0,2,5.284711,20437,271,53,218,11,33,1,32,32,0,0,0,0,7940,508,0,508,0,32,0,32,32,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,4.622479,46623621,512961,362883,150078,3154,151160,14,151146,12980,84058,64,83994,366,413612,0,17169,308935778,0,168688477,35579456,0,514006016,6.09156409836622,3503997,1327827,607597,5.212751679244953,1.9753534104044006,7.188105089649353,87.42510074870276,4.475450275,0.220662905625,44.512704187875,2.58050172,9.755127648,3.123049104,8.272082688,68.46412825350001,0,0,0,0,0,0,0,0,0,0,0,0,
PRO,DMP,2M,222923340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.968616,2905618,94983,18502,76481,4577,71904,0,71904,696,71208,0,71208,5.564732,2926303,78407,2458,75949,4746,71203,0,71203,875,70268,0,70268,5.140059,1935435,64659,760,63899,1246,62653,0,62653,1,62652,0,62652,5.134047,1935840,64208,705,63503,852,62651,0,62651,1,62650,0,62650,5.002103,1000383,8,0,8,3,5,0,5,0,5,0,5,5.005039,1000381,9,0,9,0,9,0,9,0,9,0,9,5.00607,1020358,326,2,324,10,45,0,45,33,12,0,12,5.036082,1020064,754,7,747,74,264,0,264,253,11,0,11,4.813277,5759463,69,1,68,66,1,0,1,0,1,0,1,5.354331,126,1,0,1,0,1,0,1,0,0,0,0,4.364283,78766489,581755,242952,338803,12336,329144,0,329144,7587,282985,238,282747,366,1068972,0,17169,495187869,0,338723010,76004599,0,911350480,6.631358885881614,3122821,1071616,2762166,2.667640698431077,0.9154179681415991,3.583058666572676,34.146918883273244,0.37644465299999996,0.9248774625,76.7907185835,11.15200296,8.693933664,2.520440832,7.180876144,107.262849646,0,0,0,0,0,0,0,0,0,0,0,0,
PRO,MAA,2M,65290899.0,0,11634659,1474700,15145559,0,12654899,0,0,44896651,40909817,1793806,0,0,11315553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.302499,977783,22810,17268,5542,0,5542,0,5542,53,5489,0,5489,6.359909,997666,7056,1983,5073,0,5073,0,5073,42,5031,0,5031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.678431,384,3,2,1,0,1,0,1,0,1,0,1,5.607843,367,20,10,10,0,1,0,1,1,0,0,0,5.431937,20284,434,56,378,15,66,0,66,62,4,0,4,5.275821,20441,258,51,207,9,33,1,32,32,0,0,0,0,7939,509,0,509,0,32,0,32,32,0,0,0,5.11811,126,1,0,1,1,0,0,0,0,0,0,0,5.194493,19175076,472255,388679,83576,3845,84391,7,84384,7008,21963,92,21871,366,1068972,0,17169,167530155,0,83853980,20123228,0,272965194,6.671386364531111,3222192,1099404,399606,9.397981859474871,3.2065683386446593,12.604550198119531,90.75327726145619,8.70581913,0.140983755,22.665796368,1.66650216,8.970582528,2.585798208,7.398572351999999,43.428235371,0,0,0,0,0,0,0,0,0,0,0,0,
XRAGE,DMP,--,80814568.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.977617,2570688,50757,50752,5,0,5,0,5,0,5,0,5,39.182205,3038147,1680445,979068,701377,185724,515653,156980,358673,274076,84601,0,84601,25.748622,4399006,319594,319585,9,0,9,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.884247,13183841,2258511,1534480,724031,181652,542318,173972,368346,261350,86830,2,86828,18875185,18875692,0,18874705,177114726,0,23734519,7406,0,257484478,14.17479342255332,4589888,1542512,2682340,10.815539688492416,3.634750947294534,14.45029063578695,56.259539495140565,4.45650935,0.885583648125,27.097160778375002,10.7367456,12.778248191999998,3.627988224,10.498668799999997,65.6243952425,0,0,0,0,0,0,0,0,0,0,0,0,
XRAGE,MAA,--,42141196.0,13125518,14298860,0,41163062,0,0,0,0,106422,68587440,9714645,0,0,17709733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.374793,158066,552,426,126,13,124,0,124,12,3,2,1,531,840,0,207,8070095,0,758858,21062,0,8853856,0.7635984437052284,6164974,2479090,325391,27.85865582208443,11.202661205379178,39.06131702746361,96.23567109174573,29.6819038,0.1075458825,14.607068356500003,1.30332516,17.163287616,5.83081968,14.798637568,53.810684263,0,0,0,0,0,0,0,0,0,0,0,0,
GZP,DMP,2M,72247483.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.152572,551664,502307,33383,468924,438029,30895,3972,26923,23145,3778,0,3778,10.220962,1092639,472270,3351,468919,465348,3570,3507,63,42,21,0,21,5.957012,500341,297,0,297,296,1,0,1,0,1,0,1,5.073327,504235,327,0,327,326,1,0,1,0,1,0,1,22.925852,6972,467927,0,467927,456312,11615,9669,1946,1640,306,0,306,6.008507,500313,325,0,325,324,1,0,1,0,1,0,1,5.009806,500339,301,0,301,300,1,0,1,0,1,0,1,11.442844,522942,22061,22060,1,0,1,0,1,0,1,0,1,5.013044,500290,419,0,419,418,1,0,1,0,1,0,1,0,4,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.895137,8655148,1481515,71433,1410082,1362140,46423,19801,26622,22764,3829,3,3826,10061008,2180614,0,15761433,101964915,0,31171529,3802387,0,180424199,5.076565303632363,1766989,569945,1937194,4.6574358821442186,1.5022630553153906,6.159698937459609,17.105318335905082,1.5047938200000002,0.6304046475,24.441854362500003,7.68628824,4.919297376,1.34051064,4.000831008,43.019186274000006,0,0,0,0,0,0,0,0,0,0,0,0,
GZP,MAA,2M,30444155.0,4489459,0,20349399,26044122,0,6172016,6759796,0,3824316,63814792,849737,0,0,23989121,0,0,0,0,0,0,0,0,0,0,0,0,0,6.102956,578059,1029,1022,7,2,5,2,3,0,3,0,3,5.045007,1089953,72,67,5,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.428004,543914,1109,1103,6,4,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.851136,2522736,2084,2044,40,8,33,2,33,10,12,1,11,4360041,2180066,0,4360013,30451575,0,2972779,4353,0,46508916,1.6501738045782517,4095696,2134082,281958,25.618845293242117,13.34882193431659,38.96766722755871,95.47402812748705,29.092269899999998,0.09201351,10.533330957,1.12064808,11.402417663999998,5.019360864,10.665379936,38.833151011,0,0,0,0,0,0,0,0,0,0,0,0,
GZZ,DMP,2M,81418315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.648043,6805,468105,0,468105,431992,36113,8414,27699,24148,3551,0,3551,20.882383,25502,979690,0,979690,891374,88316,12761,75555,66412,9143,0,9143,5.954938,500427,204,0,204,203,1,0,1,0,1,0,1,5.477908,1001146,225,0,225,222,3,0,3,1,2,0,2,5.477994,1001152,219,1,218,216,2,0,2,0,2,0,2,5.004141,1001226,246,2,244,240,4,0,4,2,2,0,2,32.487531,7458,497043,0,497043,439146,57897,5632,52265,45986,6279,0,6279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.591427,9132076,1946923,135,1946788,1765746,181044,25633,155411,137270,18074,4,18070,7601224,614,0,11401433,103594711,0,38658485,3802385,0,199263547,5.449592292775193,1694330,349835,1724800,3.9628866269161347,0.8182328372437517,4.781119464159886,15.623249590908756,1.018143535,0.561156748125,27.745453221375005,6.8425992,4.717014719999999,0.82281192,3.49961048,44.18864628950001,0,0,0,0,0,0,0,0,0,0,0,0,
GZZ,MAA,2M,32218355.0,10058545,0,20303624,31104065,0,15305819,0,34394,66907,76806447,1442841,0,0,28919328,6.58185,2148548,5839,5618,221,0,0,0,221,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.676402,529435,5388,5382,6,3,3,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5877,2933828,19849,19343,506,269,36,1,239,12,9,1,211,5700689,1900282,0,3800445,41110530,0,3027825,5775,0,59346199,3.1393099268351845,4959031,2042647,309586,29.310905287864518,12.073292696403914,41.38419798426843,95.57840277716285,32.0827217,0.100636695,11.142791853,1.22754936,13.805942303999998,4.804305744,11.986872736,43.068098692,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,DMP,2M,83623539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.925291,1773576,31223,15819,15404,1741,13663,0,13663,3,13660,0,13660,13.30426,2236992,47904,23753,24151,997,22430,0,22430,744,21686,0,21686,92.433795,103134,513314,29532,483782,78442,405340,33178,372162,283553,88609,0,88609,96.404547,93835,503238,20523,482715,88080,394635,31054,363581,276280,87301,0,87301,137.862607,42051,468886,12465,456421,38157,418264,66258,352006,209194,142812,0,142812,5.476016,605864,2603,747,1856,1233,623,0,623,11,612,0,612,95.86948,91391,483762,28707,455055,76290,378765,29501,349264,260424,88840,0,88840,5.614609,1721108,2322,1835,487,482,5,0,5,1,4,0,4,5.870013,713022,3431,3430,1,0,1,0,1,0,1,0,1,180.482443,10346,42154,22967,19187,0,19187,0,19187,0,19187,0,19187,0,0,0,0,0,0,0,0,0,0,0,0,0,36.983266,7640917,2052974,156530,1896444,279175,1616601,155246,1461355,1008668,452657,1,452656,14469197,6180614,0,12577811,86552146,0,11450599,1965,0,140719187,11.463264071300976,3088263,521068,3278608,7.03269049867516,1.1865925838452451,8.219283082520406,9.1630000130218,0.9470208585,1.067266734375,27.835771885125006,13.01116848,8.597724192,1.225551936,6.179174671999999,57.91665789950001,0,0,0,0,0,0,0,0,0,0,0,0,
GZPI,MAA,2M,31895204.0,22455078,0,0,15691409,2187825,0,0,0,8568961,40334312,1055551,0,0,21399527,5.82042,1945817,2950,2683,267,0,0,0,267,0,0,0,267,6.728541,1528873,4398,136,4262,405,3857,29,3828,0,3828,0,3828,9.475074,2093658,11094,731,10363,5014,5349,779,4570,0,4571,0,4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.102941,0,68,0,68,7,61,0,61,57,4,0,4,5.201754,691892,33,31,2,0,2,0,2,0,2,0,2,165.630955,9919,42273,23094,19179,7,19172,0,19172,0,19172,0,19172,0,0,0,0,0,0,0,0,0,0,0,0,0,8.115683,6249231,62002,27255,34747,5058,28522,669,28094,66,27766,1,28006,14468878,6180066,0,12577687,54117318,0,5079669,6579,0,101916672,4.974096123122492,5503592,366218,942058,32.85917213144551,2.186502978351904,35.045675109797415,83.95079227436663,23.81812575,0.3069366,10.751820882,3.74058648,15.322000128,0.861344736,10.049114719999999,41.031803546,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,DMP,2M,36066875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.049118,816262,38595,17809,20786,537,19729,0,19729,528,19201,0,19201,51.821088,34839,472983,13318,459665,214556,245109,28056,217053,211354,5699,0,5699,31.719228,257898,751061,293511,457550,369227,88323,34673,53650,46108,7542,0,7542,5.14308,1306876,278,183,95,94,1,0,1,0,1,0,1,33.916537,67235,436926,6319,430607,356468,74139,38059,36080,30466,5614,0,5614,6.062239,1432797,1635,1506,129,128,1,0,1,0,1,0,1,5.23789,723868,1088,917,171,167,4,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.676442,4860100,1659171,319129,1340042,1031843,307278,133828,173450,118633,54789,1,54788,6920321,1901127,0,2436981,73965556,0,12647660,1922,0,128818898,10.132850772449846,1530253,255782,1651799,8.079611737534366,1.3505082162557531,9.430119953790118,7.515866150439379,1.3423053,0.53704887375,11.902232810250002,6.55034724,4.260224352,0.601599264,3.05769192,26.909144460000004,0,0,0,0,0,0,0,0,0,0,0,0,
GZZI,MAA,2M,24898216.0,22310749,0,1537741,13747096,4366922,0,0,0,299589,41962508,1177066,0,0,22671424,5.665424,1526166,934,786,148,0,0,0,148,0,0,0,148,14.084704,919679,14348,921,13427,7610,5817,577,5240,0,5240,0,5240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.303922,34,68,0,68,1,67,0,67,64,3,1,2,16.808555,475589,16617,1257,15360,5419,9941,770,9171,0,9171,0,9171,26.816399,489257,45915,32525,13390,7481,5909,687,5222,74,5148,0,5148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.639491,3412031,72588,32042,40546,19353,21058,1923,19271,166,18961,1,19096,7602061,1900571,0,13,36927788,0,4663756,10197,0,79612371,7.704613638950959,5292146,238176,640322,40.47616320721794,1.8216524351448995,42.297815642362835,88.42161450996886,31.0268755,0.208145274375,8.435515486125,2.53893672,14.733334463999999,0.560189952,9.467911264,35.9440331605,0,0,0,0,0,0,0,0,0,0,0,0,
